1,1,8.7,1789
1,2,8.2,1388
1,3,8.3,1376
1,4,8.5,1313
1,5,8.0,1211
1,6,8.5,1297
1,7,8.1,1206
1,8,8.2,1213
1,9,8.2,1259
2,1,8.2,1269
2,2,7.9,1170
2,3,8.2,1155
2,4,8.4,1283
2,5,7.8,1085
2,6,8.2,1106
2,7,7.9,1075
2,8,8.3,1181
2,9,8.2,1134
2,10,7.7,1016
2,11,7.6,1012
2,12,7.7,1006
2,13,8.2,1069
2,14,8.2,1061
2,15,7.6,989
2,16,7.9,1049
2,17,7.7,985
2,18,8.5,1119
2,19,7.9,1005
2,20,8.6,1160
3,1,7.5,1024
3,2,8.4,1199
3,3,7.4,984
3,4,8.8,1245
3,5,8.8,1398
3,6,7.2,944
3,7,8.5,1063
3,8,7.2,957
3,9,7.5,945
3,10,9.4,2219
3,11,7.8,944
3,12,8.2,1027
3,13,7.4,953
3,14,8.2,1108
3,15,7.7,964
4,1,9.0,1421
4,2,7.9,959
4,3,8.3,1028
4,4,7.8,954
4,5,8.6,1133
4,6,7.6,912
4,7,7.7,948
4,8,8.7,1451
4,9,7.8,915
4,10,7.1,891
4,11,7.8,894
4,12,8.2,1242
5,1,7.9,880
5,2,9.5,3024
5,3,7.3,875
5,4,8.1,888
5,5,7.8,918
5,6,7.8,894
5,7,8.3,945
5,8,8.7,1038
5,9,9.1,1567
5,10,8.8,1146
5,11,8.2,951
5,12,7.8,907
5,13,7.3,883
5,14,7.7,893
5,15,7.6,887
5,16,9.1,1636
6,1,7.9,1136
6,2,7.2,994
6,3,7.8,1044
6,4,7.4,889
6,5,7.2,929
6,6,8.7,1188
6,7,9.3,1819
6,8,7.4,839
6,9,7.8,850
6,10,8.3,894
6,11,7.3,756
6,12,7.6,721
6,13,6.6,779
6,14,7.5,793
6,15,7.6,757
6,16,7.6,690
6,17,8.1,745
6,18,7.6,679
6,19,6.9,688
6,20,7.4,650
6,21,7.3,672
6,22,7.3,628
6,23,7.8,694
6,24,7.6,677
6,25,7.9,709
6,26,7.9,832
7,1,7.7,842
7,2,7.6,688
7,3,7.5,702
7,4,7.2,634
7,5,7.2,611
7,6,7.1,628
7,7,7.6,643
7,8,7.6,653
7,9,7.3,608
7,10,7.6,619
7,11,7.6,579
7,12,7.2,600
7,13,7.2,720
7,14,7.3,600
7,15,8.1,588
7,16,7.4,573
7,17,6.6,592
7,18,7.1,576
7,19,6.9,723
7,20,7.0,590
7,21,7.0,568
7,22,7.2,549
7,23,8.3,845
7,24,8.5,716
7,25,7.9,688
7,26,9.2,1634
