1,1,8.2,3911
1,2,7.8,2110
1,3,7.4,1834
1,4,7.8,1818
1,5,8.1,1846
1,6,7.6,1793
1,7,7.9,1746
1,8,7.7,1689
1,9,7.5,1693
1,10,7.4,1622
1,11,7.8,1651
1,12,8.3,1835
1,13,7.9,1680
2,1,8.2,1762
2,2,8.3,1712
2,3,8.2,1930
2,4,8.1,1571
2,5,7.5,1489
2,6,7.9,1472
2,7,7.7,1423
2,8,8.4,1635
2,9,8.1,1503
2,10,7.8,1438
2,11,8.8,1820
2,12,8.2,1501
2,13,7.9,1422
2,14,7.5,1335
2,15,8.2,1519
2,16,7.5,1355
2,17,7.6,1337
2,18,7.9,1346
2,19,8.5,1806
2,20,7.8,1337
2,21,8.4,1490
2,22,8.0,1322
3,1,8.6,1930
3,2,7.7,1383
3,3,8.2,1399
3,4,8.7,1558
3,5,8.5,1558
3,6,7.7,1349
3,7,8.2,1477
3,8,7.8,1332
3,9,7.9,1283
3,10,8.8,1738
3,11,8.2,1395
3,12,8.2,1301
3,13,8.4,1466
3,14,7.9,1267
3,15,8.0,1265
3,16,8.3,1366
3,17,8.6,1753
3,18,8.2,1292
3,19,7.7,1252
3,20,7.9,1329
3,21,8.2,1329
3,22,7.7,1264
3,23,7.7,1252
3,24,8.2,1319
4,1,8.4,1534
4,2,8.1,1445
4,3,9.0,1891
4,4,7.8,1290
4,5,8.4,1515
4,6,8.2,1400
4,7,7.8,1261
4,8,8.2,1357
4,9,8.8,1743
4,10,8.5,1476
4,11,8.7,1569
4,12,9.0,2192
4,13,8.0,1267
4,14,8.1,1286
4,15,8.3,1386
4,16,8.3,1322
4,17,9.0,1974
4,18,7.2,1207
4,19,8.1,1221
4,20,8.1,1345
4,21,7.7,1177
4,22,8.2,1368
5,1,8.4,1532
5,2,9.0,2180
5,3,8.6,1600
5,4,8.9,1608
5,5,8.7,1556
5,6,8.1,1240
5,7,7.7,1183
5,8,8.7,1394
5,9,8.4,1418
5,10,8.5,1385
5,11,8.2,1302
5,12,8.1,1218
5,13,8.3,1265
5,14,8.2,1277
5,15,8.8,1631
5,16,8.5,1290
5,17,7.8,1211
5,18,8.4,1240
5,19,8.4,1212
5,20,8.2,1198
5,21,7.5,1097
5,22,8.0,1151
6,1,8.6,1449
6,2,8.0,1253
6,3,6.0,1126
6,4,8.5,1387
6,5,8.2,1236
6,6,9.1,1841
6,7,8.0,1244
6,8,8.4,1338
6,9,9.0,1772
6,10,8.0,1143
6,11,7.8,1185
6,12,8.9,1572
6,13,8.6,1402
6,14,8.6,1319
6,15,8.6,1359
6,16,8.5,1462
6,17,7.9,1084
6,18,8.5,1322
6,19,8.3,1289
6,20,8.1,1136
6,21,8.1,1095
6,22,8.3,1177
6,23,8.2,1089
6,24,8.6,1399
6,25,9.1,1760
7,1,8.9,1618
7,2,8.3,1260
7,3,8.3,1175
7,4,8.7,1469
7,5,8.5,1396
7,6,8.5,1412
7,7,9.0,1750
7,8,8.5,1322
7,9,8.0,1107
7,10,7.5,1114
7,11,8.3,1246
7,12,8.3,1149
7,13,8.7,1374
7,14,7.7,1046
7,15,7.7,1035
7,16,8.1,1124
7,17,8.9,1715
7,18,8.0,1103
7,19,8.2,1193
7,20,8.6,1206
7,21,8.8,1513
7,22,8.3,1214
7,23,8.0,1082
7,24,8.0,1182
7,25,8.3,1219
8,1,8.3,1293
8,2,9.2,2633
8,3,8.0,1173
8,4,7.7,1164
8,5,8.2,1192
8,6,8.0,1097
8,7,7.8,1088
8,8,8.8,1384
8,9,8.5,1488
8,10,9.0,1929
8,11,7.8,1080
8,12,8.6,1236
8,13,7.7,1175
8,14,7.9,1170
8,15,8.9,1782
8,16,8.2,1194
8,17,8.1,1101
8,18,8.8,1444
8,19,8.2,1080
8,20,7.6,998
8,21,7.9,1043
8,22,8.0,1057
8,23,9.2,2462
8,24,7.2,1086
8,25,7.8,1047
9,1,9.1,2097
9,2,7.4,1248
9,3,8.1,1063
9,4,8.1,1113
9,5,8.3,1175
9,6,7.7,1001
9,7,7.7,979
9,8,8.0,1063
9,9,7.5,964
9,10,7.6,1032
9,11,5.1,1192
9,12,7.7,1013
9,13,8.2,1122
9,14,8.1,1116
9,15,7.5,949
9,16,7.6,957
9,17,8.0,1032
9,18,7.9,982
9,19,8.3,1109
9,20,7.9,1021
9,21,7.8,977
9,22,8.5,1203
9,23,8.3,1046
9,24,7.7,949
9,25,8.1,1011
10,1,7.6,1016
10,2,8.2,1072
10,3,7.5,968
10,4,8.0,1104
10,5,7.3,1014
10,6,7.6,981
10,7,8.0,992
10,8,7.3,933
