1,1,8.0,1849
1,2,7.7,1333
1,3,7.8,1262
1,4,7.6,1181
1,5,7.6,1156
1,6,7.3,1126
1,7,7.6,1140
2,1,7.7,1092
2,2,7.4,1036
2,3,8.3,1279
2,4,7.5,985
2,5,7.8,1011
2,6,8.3,1183
2,7,7.4,968
2,8,8.2,1073
2,9,7.4,942
2,10,7.5,941
2,11,7.2,940
2,12,7.6,942
2,13,8.2,1049
2,14,8.0,977
2,15,7.5,918
2,16,6.4,1021
2,17,7.8,939
2,18,8.3,1018
2,19,7.6,879
2,20,8.2,1021
2,21,7.3,863
3,1,8.1,996
3,2,7.7,942
3,3,7.7,900
3,4,7.7,938
3,5,7.7,888
3,6,8.0,894
3,7,6.8,1012
3,8,6.3,992
3,9,7.5,886
3,10,6.6,968
3,11,8.1,969
3,12,8.2,1025
3,13,7.5,842
3,14,7.7,861
3,15,7.6,841
3,16,7.7,939
3,17,7.4,884
3,18,7.6,838
3,19,7.7,838
3,20,7.9,902
3,21,7.6,865
3,22,7.5,862
4,1,7.8,1005
4,2,7.6,877
4,3,7.6,835
4,4,7.5,859
4,5,7.6,865
4,6,8.3,1137
4,7,7.4,845
4,8,7.6,820
4,9,7.6,799
4,10,7.4,795
4,11,7.7,892
4,12,7.8,801
4,13,7.3,808
4,14,8.6,1334
4,15,7.8,837
4,16,7.7,822
4,17,8.0,990
4,18,7.3,825
4,19,7.3,802
4,20,7.7,940
4,21,7.5,812
4,22,7.6,802
4,23,7.5,807
4,24,7.6,807
4,25,7.4,777
4,26,7.8,892
4,27,7.7,813
4,28,7.6,685
4,29,7.5,669
4,30,7.6,721
5,1,8.2,985
5,2,7.4,819
5,3,7.6,794
5,4,7.7,894
5,5,7.8,828
5,6,7.4,808
5,7,7.6,794
5,8,8.0,885
5,9,7.9,872
5,10,7.7,822
5,11,7.7,800
5,12,7.7,860
5,13,7.5,771
5,14,7.3,746
5,15,7.2,768
5,16,7.4,799
5,17,7.5,754
5,18,8.4,1045
6,1,8.3,5554
6,2,7.1,837
6,3,7.4,827
6,4,8.3,1096
6,5,8.2,1061
6,6,6.9,803
6,7,7.4,790
6,8,7.5,901
6,9,7.4,838
6,10,7.1,778
6,11,6.8,756
6,12,7.7,857
7,1,6.7,878
7,2,7.9,1320
7,3,8.1,1075
7,4,7.4,839
7,5,7.6,818
7,6,7.2,811
7,7,7.6,869
7,8,7.5,897
7,9,6.2,821
7,10,6.9,760
7,11,7.8,1042
7,12,7.8,889
7,13,8.0,911
7,14,7.4,786
7,15,8.1,1009
7,16,7.1,788
8,1,9.0,1876
8,2,7.0,803
8,3,6.8,789
8,4,7.2,752
8,5,7.1,764
8,6,7.3,725
8,7,7.1,737
8,8,7.6,730
8,9,7.4,821
8,10,7.6,698
8,11,7.5,729
8,12,6.8,713
8,13,7.3,693
8,14,6.9,682
8,15,7.2,687
8,16,7.2,672
8,17,7.2,1348
8,18,7.5,814
8,19,7.2,710
8,20,7.7,4796
8,21,7.4,672
9,1,8.4,1464
9,2,6.5,827
9,3,7.0,688
9,4,7.9,812
9,5,7.1,732
9,6,7.1,787
9,7,8.1,1156
9,8,7.5,733
9,9,7.1,645
9,10,7.2,706
9,11,6.7,743
9,12,7.2,701
9,13,7.2,678
9,14,7.2,633
9,15,6.9,629
9,16,8.1,837
9,17,6.4,615
9,18,7.3,8546
10,1,7.3,994
10,2,6.4,1015
10,3,6.3,886
10,4,7.1,768
10,5,8.7,1308
10,6,6.7,707
10,7,7.0,656
10,8,7.4,677
10,9,6.6,622
10,10,7.3,715
10,11,7.8,732
10,12,7.0,639
10,13,6.9,624
10,14,7.1,771
10,15,6.7,586
10,16,7.4,644
10,17,7.9,699
10,18,7.1,612
10,19,7.7,690
10,20,7.7,671
10,21,6.6,629
10,22,7.9,721
10,23,7.5,646
11,1,7.3,869
11,2,7.2,706
11,3,6.8,591
11,4,8.3,934
11,5,7.2,582
11,6,7.4,684
11,7,7.0,588
11,8,6.7,687
11,9,7.3,601
11,10,7.1,611
11,11,7.0,604
11,12,7.2,587
11,13,6.7,554
11,14,6.8,560
11,15,6.4,605
11,16,7.4,585
11,17,6.9,553
11,18,7.1,516
11,19,6.6,514
11,20,7.1,526
11,21,7.7,617
11,22,6.5,543
12,1,6.8,829
12,2,5.8,846
12,3,7.1,745
12,4,6.6,734
12,5,6.3,713
12,6,4.2,2006
12,7,5.9,941
12,8,7.7,1029
12,9,6.4,683
12,10,6.8,715
12,11,6.1,627
12,12,6.3,602
12,13,6.4,594
12,14,5.4,655
12,15,6.8,559
12,16,5.8,603
12,17,6.8,568
12,18,6.5,536
12,19,7.0,531
12,20,7.2,550
12,21,7.0,536
13,1,8.6,3183
13,2,6.6,592
13,3,6.9,590
13,4,6.7,568
13,5,6.8,542
13,6,5.8,660
13,7,7.4,566
13,8,7.0,524
13,9,6.9,483
13,10,6.7,534
13,11,6.6,472
13,12,5.8,684
13,13,6.6,465
13,14,7.1,458
13,15,6.8,458
13,16,7.3,488
13,17,6.8,490
13,18,7.4,462
14,1,7.1,510
14,2,7.1,453
14,3,7.0,452
14,4,7.6,468
14,5,6.9,404
14,6,6.6,393
14,7,6.7,383
14,8,6.9,383
14,9,6.9,396
14,10,7.1,432
14,11,7.2,372
14,12,7.0,351
14,13,7.1,357
14,14,7.3,346
14,15,8.1,436
14,16,6.9,343
14,17,7.1,330
14,18,7.0,324
14,19,6.8,316
14,20,7.1,368
15,1,7.3,344
15,2,7.0,314
15,3,7.4,305
15,4,6.8,363
15,5,7.3,284
15,6,6.7,285
15,7,7.7,295
15,8,6.8,233
15,9,7.5,241
15,10,7.6,228
15,11,6.9,210
15,12,7.2,175
15,13,7.0,152
15,14,7.5,122
